"","hyena_ID","date_sampling","sample_ID.x","module","sub_module","clan","sex","birthdate","age_sampling","age_sampling_cat","litter_size","twin_status","sex_comp","date_reversal1","date_reversal2","type_adoption","genetic_mum_alive","social_rank_genetic_mum","surrogate_mum1_alive","social_rank_surrogate_mum1","surrogate_mum2_alive","social_rank_surrogate_mum2","date_adoption","social_rank_hyena_ID","prey_level","prey_level_imputed","sampling_month","season","total_parasite_load","Ancylostoma_egg_load","Ancylostoma_rich","Cystoisospora_oocyst_load","Cystoisospora_rich","Spirometra_egg_load","Spirometra_rich","Dipylidium_egg_load","Dipylidium_rich..includes.proglotids.visualization.info.","Trichuris_egg_load","Trichuris_rich","Taeniidae_egg_load","Taeniidae_rich","Spirurida_egg_load","Spirurida_rich","Mesocestoides_egg_load","Mesocestoides_rich","other_unidentified_taxa","other_rich","total_parasite_rich","total_parasite_rich_without_other","mucin","IgA","IgG","fGCM","lysozyme","lysozyme_detection","neopterin","neopterin_CV","extract_prepared_neopterin","date_neopterin","time_of_storage_neopterin","sample_ID.y","cortisol","ID_sib","genetic_mum","surrogate_mum"
"108","M633","2017-12-09","B9915","intest_biomes","social_dyn","M","F","2009-04-14",3161,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,12,"wet",125,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36.72817181,25479.20158,123.2949583,168.218,0,0,3.463,"< 5%","22-Jan-2021","27-Jan-2021",5,"ES2815",168.22,"M632","M418","M418"
"109","M636","2009-11-15","X8774","intest_biomes","twins","M","M","2009-05-30",169,"sampled_as_juvenile","twin","twin_dom","MM",NA,NA,"no_adoption","mum_alive",1,NA,NA,NA,NA,NA,NA,1,1,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M637","M421","M421"
"110","M637","2009-10-16","X8661","intest_biomes","twins","M","M","2009-05-30",139,"sampled_as_juvenile","twin","twin_sub","MM",NA,NA,"no_adoption","mum_alive",0.79,NA,NA,NA,NA,NA,NA,1,1,10,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.6385366,292113.1668,9.057447598,25.704,0,0,14.87,"< 5%","16-Apr-2020","16-Dec-2020",244,"ES1212",25.7,"M636","M421","M421"
"111","M639","2009-10-16","X8667","intest_biomes","twins","M","M","2009-06-05",133,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",0.84,NA,NA,NA,NA,NA,NA,1,1,10,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.9412277,948808.4964,910.509542,98.99,0,0,8.057,"5 - 10%","16-Apr-2020","16-Dec-2020",244,"ES1214",98.99,"M638","M477","M477"
"112","M659","2010-06-26","B318","intest_biomes","twins","M","M","2010-04-03",84,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",0.11,NA,NA,NA,NA,NA,NA,2,2,6,"dry",1275,550,1,700,1,0,0,0,0,0,0,0,0,25,1,0,0,0,0,3,3,245.2259854,3502623.486,304.7738096,46.688,0,0,7.002,"5 - 10%","16-Apr-2020","16-Dec-2020",244,"ES1362",46.69,"M660","M273","M273"
"113","M660","2010-06-28","B340","intest_biomes","twins","M","F","2010-04-03",86,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",0.11,NA,NA,NA,NA,NA,NA,2,2,6,"dry",2575,575,1,250,1,1750,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,123.2366613,1818630.007,4574.933914,43.5,0,0,5.355,"< 5%","7-Oct-2017","7-Oct-2020",1096,"ES1364",43.5,"M659","M273","M273"
"114","M661","2010-08-26","B740","intest_biomes","twins","M","F","2010-05-02",116,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",0.54,NA,NA,NA,NA,NA,NA,2,2,8,"dry",24350,23012.5,1,375,1,550,1,0,1,0,0,0,0,412.5,1,0,0,0,0,5,5,246.3776396,117518.1951,156.3643989,61.851,0,0,3.674,"< 5%","21-Jun-2017","3-Dec-2020",1261,"ES1400",61.85,"M662","M393","M393"
"115","M662","2010-09-01","B783","intest_biomes","twins","M","M","2010-05-02",122,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",0.54,NA,NA,NA,NA,NA,NA,1,1,9,"dry",525,500,1,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,90.847412,7283.076604,52.11209268,14.74,0,0,5.845,"< 5%","21-Jun-2017","7-Oct-2020",1204,"ES1406",14.74,"M661","M393","M393"
"116","M668","2010-10-20","B1065","intest_biomes","twins","M","F","2010-06-14",128,"sampled_as_juvenile","twin","twin_sub","mixed","2010-08-20",NA,"no_adoption","mum_alive",0.35,NA,NA,NA,NA,NA,NA,2,2,10,"dry",3025,1425,1,0,0,1500,1,0,0,0,0,100,1,0,0,0,0,0,0,3,3,264.0470389,818052.1882,441.0999861,38.822,0,0,12.18,"5 - 10%","16-Apr-2020","16-Dec-2020",244,"ES1442",38.82,"M669","M508","M508"
"117","M669","2010-10-01","B923","intest_biomes","twins","M","M","2010-06-14",109,"sampled_as_juvenile","twin","twin_dom","mixed","2010-08-20",NA,"no_adoption","mum_alive",0.35,NA,NA,NA,NA,NA,NA,2,2,10,"dry",29675,8325,1,0,0,21325,1,0,1,0,0,0,0,25,1,0,0,0,0,4,4,279.0051783,106612.9644,176.5767485,62.225,0,0,14.95,"< 5%","24-Jun-2017","7-Oct-2020",1201,"ES1426",62.23,"M668","M508","M508"
"118","M701","2011-07-04","B2714","intest_biomes","twins","M","F","2011-01-10",175,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",0.07,NA,NA,NA,NA,NA,NA,2,2,7,"dry",14273,2923,1,0,0,11225,1,50,1,50,1,0,0,0,0,25,1,0,0,5,5,134.5409164,75007.34856,37.14522463,57.47,0,0,5.395,"< 5%","19-Jul-2017","27-Jan-2021",1288,"ES1641",57.47,"M702","M344","M344"
"119","M701","2011-09-19","B2867","intest_biomes","social_dyn","M","F","2011-01-10",252,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",0.13,NA,NA,NA,NA,NA,NA,2,2,9,"dry",250,0,0,125,1,125,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,50.43767577,317535.1738,3324.086736,52.762,0,0,12.81,"< 5%","16-Apr-2020","16-Dec-2020",244,"ES1666",52.76,"M702","M344","M344"
"120","M701","2014-11-24","B6149","intest_biomes","social_dyn","M","F","2011-01-10",1414,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,2,2,11,"wet",375,0,0,0,0,350,1,0,0,25,1,0,0,0,0,0,0,0,0,2,2,72.78007873,83759.39099,445.0625128,47.79,0,0,9.779,"< 5%","8-Feb-2021","9-Feb-2021",1,"ES1975",47.79,"M702","M344","M344"
"121","M702","2011-07-04","B2703","intest_biomes","twins","M","F","2011-01-10",175,"sampled_as_juvenile","twin","twin_dom","FF",NA,NA,"no_adoption","mum_alive",0.07,NA,NA,NA,NA,NA,NA,2,2,7,"dry",1300,50,1,50,1,1175,1,0,0,0,0,0,0,0,0,0,0,25,1,4,3,113.8389463,51877.60908,37.07124889,82.49,0,0,5.149,"5 - 10%","19-Jul-2017","27-Jan-2021",1288,"ES1639",82.49,"M701","M344","M344"
"122","M706","2011-10-28","B2905","intest_biomes","social_dyn","M","F","2011-02-18",252,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",0.79,NA,NA,NA,NA,NA,NA,2,2,10,"dry",1725,25,1,0,0,1650,1,0,0,0,0,25,1,0,0,25,1,0,0,4,4,70.65850447,85695.2299,652.0927198,12.755,0,0,7.331,"< 5%","16-Apr-2020","16-Dec-2020",244,"ES1671",12.76,NA,"M503","M503"
"123","M706","2015-10-29","B7187","intest_biomes","social_dyn","M","F","2011-02-18",1714,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,2,2,10,"dry",150,0,0,0,0,125,1,0,0,0,0,0,0,0,0,0,0,25,1,2,1,66.87620569,100485.6642,16.44311443,25.595,0,0,3.709,"5 - 10%","7-Oct-2017","14-Dec-2020",1164,"ES2228",25.6,NA,"M503","M503"
"124","M740","2012-11-30","B3543","intest_biomes","twins","M","M","2012-06-28",155,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",0.23,NA,NA,NA,NA,NA,NA,2,2,11,"wet",300,175,1,50,1,0,0,0,0,0,0,50,1,0,0,25,1,0,0,4,4,206.626625,873580.1201,10369.62127,44.87,845.7833,1,13.94,"< 5%","16-Apr-2020","15-Dec-2020",243,"ES1785",44.87,"M746","M396","M396"
"125","M744","2017-12-01","B9861","intest_biomes","extreme_ranks","M","F","2012-06-20",1990,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,NA,1,12,"wet",125,25,1,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,23.57881561,125092.1618,13.80508038,28.883,0,0,0.8301,"< 5%","24-Feb-2020","16-Dec-2020",296,"ES2834",28.88,"M736","M604","M604"
"126","M746","2012-11-30","B3538","intest_biomes","twins","M","F","2012-06-28",155,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",0.23,NA,NA,NA,NA,NA,NA,2,2,11,"wet",275,0,0,225,1,0,0,0,0,0,0,0,0,0,0,50,2,0,0,2,2,104.3713063,502315.8725,6189.47696,14.125,4279.0106,1,7.886,"5 - 10%","16-Apr-2020","16-Dec-2020",244,"ES1784",14.13,"M740","M396","M396"
"127","M769","2013-10-24","B4345","intest_biomes","twins","M","M","2013-05-14",163,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",-0.24,NA,NA,NA,NA,NA,NA,2,2,10,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M770","M550","M550"
"128","M784","2014-06-10","B5027","intest_biomes","social_dyn","M","F","2013-09-25",258,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",0.71,NA,NA,NA,NA,NA,NA,2,2,6,"dry",900,650,1,650,1,0,0,50,1,0,0,0,0,0,0,50,1,0,0,4,4,172.7632243,898389.3263,4427.131828,21.99,0,0,3.92,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES1916",21.99,NA,"M706","M706"
"129","M784","2016-09-09","B8149","intest_biomes","social_dyn","M","F","2013-09-25",1080,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,2,2,9,"dry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.13256894,256237.6738,14.57649567,28.505,0,0,1.277,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2417",28.51,NA,"M706","M706"
"130","M787","2014-11-29","B6255","intest_biomes","social_dyn","M","F","2013-10-27",398,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",0.49,NA,NA,NA,NA,NA,NA,2,2,11,"wet",43000,1150,1,1000,1,39275,1,0,0,0,0,25,1,0,0,1550,1,0,0,5,5,135.0033311,644483.6432,33.16757707,40.551,0,0,10.9,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES1966",40.55,"M788","M532","M532"
"131","M787","2015-11-02","B7214","intest_biomes","social_dyn","M","F","2013-10-27",736,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,3,3,11,"wet",475,0,0,0,0,400,1,0,0,0,0,0,0,0,0,75,1,0,0,2,2,67.70082937,23515.37512,15.80743731,14.673,0,0,16.94,"< 5%","7-Oct-2017","14-Dec-2020",1164,"ES2233",14.67,"M788","M532","M532"
"132","M791","2017-11-28","B9823","intest_biomes","social_dyn_extreme_ranks","M","F","2013-11-17",1472,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,1,11,"wet",900,100,1,775,1,0,0,0,0,0,0,0,0,0,0,25,1,0,0,3,3,45.80945268,120845.561,43.70784122,45.985,0,0,2.904,"< 5%","24-Feb-2020","16-Dec-2020",296,"ES2825",45.99,NA,"M633","M633"
"133","M813","2015-02-16","B6506","intest_biomes","twins","M","F","2014-09-29",140,"sampled_as_juvenile","twin","twin_dom","FF",NA,NA,"no_adoption","mum_alive",-0.69,NA,NA,NA,NA,NA,NA,2,2,2,"wet",100,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,126.7458534,4047315.948,3693.209111,1677.941,0,0,9.24,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2045",1677.94,"M819","M545","M545"
"134","M819","2015-02-16","B6501","intest_biomes","twins","M","F","2014-09-29",140,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",-0.69,NA,NA,NA,NA,NA,NA,2,2,2,"wet",1050,1050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,102.9994251,611703.3037,7849.72838,83.77,0,0,5.643,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2044",83.77,"M813","M545","M545"
"135","M887","2017-07-15","B9221","intest_biomes","twins","M","M","2017-04-03",103,"sampled_as_juvenile","twin","twin_dom","mixed","2017-08-12",NA,"no_adoption","mum_alive",0.33,NA,NA,NA,NA,NA,NA,NA,2,7,"dry",1575,1525,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,76.7780743,96143.40693,3.170813214,79.441,0,0,8.831,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2661",79.44,"M886","M600","M600"
"136","M887","2017-12-27","B9996","intest_biomes","twins","M","M","2017-04-03",268,"sampled_as_juvenile","twin","twin_dom","mixed","2017-08-12",NA,"no_adoption","mum_alive",0.33,NA,NA,NA,NA,NA,NA,NA,1,12,"wet",4750,750,1,0,0,3550,1,0,0,0,0,400,1,0,0,50,1,0,0,4,4,48.61185632,76247.56745,1642.90693,20.918,0,0,5.736,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2857",20.92,"M886","M600","M600"
"137","M903","2018-03-01","C129","intest_biomes","twins","M","M","2017-08-21",192,"sampled_as_juvenile","twin","twin_dom","MM",NA,NA,"no_adoption","mum_alive",-0.68,NA,NA,NA,NA,NA,NA,NA,3,3,"wet",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,1,1,42.79185535,41237.41621,49.50827988,25.82,0,0,9.385,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2885",25.82,"M904","M545","M545"
"138","P316","2010-10-13","B1008","intest_biomes","adoptions","P","F","1999-07-27",4096,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,2,2,10,"dry",1675,1575,1,0,0,0,0,0,0,0,0,50,1,0,0,0,0,50,1,3,2,425.5989917,960.4016888,78.52094083,52.065,0,0,4.606,"< 5%","7-Oct-2017","14-Dec-2020",1164,"ES1436",52.07,NA,"P166","P166"
"139","P423","2009-11-14","X8770","intest_biomes","adoptions","P","F","2004-01-10",2135,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.55215733,59615.85192,15.37647083,47.632,0,0,13.43,"< 5%","24-Feb-2020","16-Dec-2020",296,"ES1249",47.63,"P424","P169","P169"
"140","P427","2004-06-21","X3300","intest_biomes","adoptions","P","M","2004-02-28",114,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",0.11,NA,NA,NA,NA,NA,NA,2,2,6,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P159","P159"
"141","P436","2004-06-29","X3322","intest_biomes","adoptions","P","M","2004-04-15",75,"sampled_as_juvenile",NA,NA,"mixed",NA,NA,"adoption","mum_alive",-1,"surrogate_mum1_alive",-0.33,NA,NA,"2004-05-16",NA,2,2,6,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P435","P316","P166"
"142","P438","2017-11-26","B9813","intest_biomes","extreme_ranks","P","F","2004-06-03",4924,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,NA,2,11,"wet",25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17.42396487,46907.6239,22.53360618,27.895,0,0,3.505,"< 5%","24-Feb-2020","16-Dec-2020",296,"ES2833",27.9,"P437","P198","P198"
"143","P450","2018-01-05","C52","intest_biomes","extreme_ranks","P","F","2005-04-19",4644,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,2,1,"wet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.28163556,108226.4024,20.27796274,31.82,0,0,2.078,"5 - 10%","24-Feb-2020","16-Dec-2020",296,"ES2867",31.82,"P451","P197","P197"
"144","P474","2016-09-12","B8175","intest_biomes","adoptions","P","F","2006-01-06",3902,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,2,2,9,"dry",1425,0,0,0,0,1425,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32.62074394,95634.53526,35.95013432,21.941,0,0,5.834,"< 5%","22-Jan-2021","27-Jan-2021",5,"ES2423",21.94,"P473","P164","P164"
"145","P474","2017-01-16","B8825","intest_biomes","adoptions","P","F","2006-01-06",4028,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,2,1,"wet",7075,200,1,225,1,6650,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,66.15487779,68013.76914,21.12906216,35.125,0,0,6.056,"< 5%","24-Feb-2020","16-Dec-2020",296,"ES2561",35.13,"P473","P164","P164"
"146","P489","2007-09-21","X6464","intest_biomes","social_dyn","P","F","2006-06-16",462,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",0.93,NA,NA,NA,NA,NA,NA,2,2,9,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P492","P418","P418"
"147","P489","2009-07-14","X8435","intest_biomes","social_dyn","P","F","2006-06-16",1124,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,2,2,7,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P492","P418","P418"
"148","P516","2007-10-25","X6587","intest_biomes","twins","P","F","2007-07-30",87,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",-0.45,NA,NA,NA,NA,NA,NA,3,3,10,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P429","P429"
"149","P518","2007-11-29","X6757","intest_biomes","social_dyn","P","F","2007-08-03",118,"sampled_as_juvenile","twin","twin_sub","FF",NA,NA,"no_adoption","mum_alive",1,NA,NA,NA,NA,NA,NA,2,2,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.7797711,3745785.877,11342.2022,383.873,6.84114,1,10.502,"< 5%","16-Apr-2020","23-Mar-2021",341,"ES898",383.87,"P517","P197","P197"
"150","P518","2018-01-05","C47","intest_biomes","extreme_ranks","P","F","2007-08-03",3808,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,"wet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.93299497,72513.60757,135.4064288,161.904,0,0,17.87,"< 5%","24-Feb-2020","16-Dec-2020",296,"ES2866",161.9,"P517","P197","P197"
"151","P529","2008-02-18","X6867","intest_biomes","social_dyn","P","F","2007-10-18",123,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",-0.24,NA,NA,NA,NA,NA,NA,1,1,2,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.9275807,5199582.942,4602.381361,473.317,0,0,7.086,"5 - 10%","16-Apr-2020","23-Mar-2021",341,"ES921",473.32,"P524","P198","P198"
"152","P529","2015-09-01","B6994","intest_biomes","social_dyn","P","F","2007-10-18",2875,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,2,2,9,"dry",1600,0,0,0,0,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,53.52774468,164208.6278,321.7704307,43.407,0,0,5.767,"< 5%","16-Apr-2020","17-Dec-2020",245,"ES2182",43.41,"P524","P198","P198"
"153","P557","2009-10-21","X8699","intest_biomes","adoptions","P","F","2009-06-20",123,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"no_adoption","mum_alive",0.6,NA,NA,NA,NA,NA,NA,3,3,10,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.021273,236924.8797,1665.544958,44.13,0,0,20.992,"< 5%","24-Feb-2020","22-Mar-2021",392,"ES1226",97.06,NA,"P169","P169"
"154","P559","2009-10-20","X8691","intest_biomes","adoptions","P","F","2009-06-25",117,"sampled_as_juvenile","twin",NA,"FF",NA,NA,"no_adoption","mum_alive",-1,NA,NA,NA,NA,NA,NA,3,3,10,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.81654718,352924.5341,423.9538104,19.713,0,0,11.787,"5 - 10%","24-Feb-2020","22-Mar-2021",392,"ES1223",19.71,"P561","P316","P316"
"155","P559","2009-11-07","X8749","intest_biomes","adoptions","P","F","2009-06-25",135,"sampled_as_juvenile","twin",NA,"FF",NA,NA,"no_adoption","mum_alive",-1,NA,NA,NA,NA,NA,NA,3,3,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.19642653,38986.63083,15.37397209,17.89,0,0,1.442,"5 - 10%","24-Feb-2020","16-Dec-2020",296,"ES1242",17.89,"P561","P316","P316"
"156","P559","2009-11-14","X8766","intest_biomes","social_dyn","P","F","2009-06-25",142,"sampled_as_juvenile","twin",NA,"FF",NA,NA,"no_adoption","mum_alive",-1,NA,NA,NA,NA,NA,NA,1,1,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.6253513,201916.0027,109.1109682,17.665,0,0,9.984,"< 5%","16-Apr-2020","16-Dec-2020",244,"ES1248",17.67,"P561","P316","P316"
"157","P561","2009-10-20","X8687","intest_biomes","adoptions","P","F","2009-06-25",117,"sampled_as_juvenile","twin",NA,"FF",NA,NA,"adoption","mum_alive",-1,"surrogate_mum1_alive",0.54,NA,NA,"2009-08-10",NA,3,3,10,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.99594191,279424.136,995.0574963,25.832,0,0,9.314,"5 - 10%","24-Feb-2020","9-Feb-2021",351,"ES1222",25.83,"P559","P316","P423"
"158","P563","2009-09-30","X8572","intest_biomes","twins","P","M","2009-07-09",83,"sampled_as_juvenile","twin","twin_dom","mixed",NA,NA,"no_adoption","mum_alive",-0.45,NA,NA,NA,NA,NA,NA,2,2,9,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.11230005,455215.4673,760.7115406,15.574,0,0,2.109,"< 5%","16-Apr-2020","16-Dec-2020",244,"ES1192",15.57,"P564","P223","P223"
"159","P564","2009-09-23","X8549","intest_biomes","twins","P","F","2009-07-09",76,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",-0.45,NA,NA,NA,NA,NA,NA,2,2,9,"dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.2368164,1145731.457,1468.478932,57.366,0,0,5.849,"< 5%","16-Apr-2020","16-Dec-2020",244,"ES1184",57.37,"P563","P223","P223"
"160","P566","2009-11-10","X8760","intest_biomes","adoptions","P","F","2009-07-07",126,"sampled_as_juvenile","singlt",NA,NA,NA,NA,"joint_raising","mum_alive",-0.06,"surrogate_mum1_alive",-0.11,NA,NA,"2009-10-31",NA,3,3,11,"wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.29019887,1233859.586,58.81012329,87.175,0,0,7.313,"< 5%","24-Feb-2020","16-Dec-2020",296,"ES1245",87.18,NA,"P474","P474+P473"
"161","P587","2010-07-05","B425","intest_biomes","twins","P","F","2010-03-21",106,"sampled_as_juvenile","twin","twin_sub","mixed",NA,NA,"no_adoption","mum_alive",-0.12,NA,NA,NA,NA,NA,NA,2,2,7,"dry",5975,5200,1,550,1,25,1,0,0,50,1,0,0,150,1,0,0,0,0,5,5,402.6287896,269486.0269,294.9080969,79.5,0,0,9.446,"< 5%","7-Oct-2017","30-Sep-2020",1089,"ES1359",NA,"P591","P381","P381"
"162","P589","2011-03-28","B2287","intest_biomes","social_dyn_twins","P","F","2010-03-27",366,"sampled_as_juvenile","twin","twin_sub","mixed","2010-07-05","2010-08-31","no_adoption","mum_alive",0.69,NA,NA,NA,NA,NA,NA,1,1,3,"wet",100,75,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,34.89976918,8145.014654,29.83799216,12.752,0,0,8.867,"< 5%","10-Jul-2017","15-Dec-2020",1254,"ES1584",12.75,"P590","P497","P497"
"163","P589","2014-11-14","B6359","intest_biomes","social_dyn","P","F","2010-03-27",1693,"sampled_as_adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,2,2,11,"wet",750,0,0,0,0,750,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35.80083822,313604.2942,27.84660532,25.576,0,0,19.161,"< 5%","22-Jan-2021","27-Jan-2021",5,"ES1944",25.07,"P590","P497","P497"
