hyena_ID,date_sampling,sample_ID.x,module,sub_module,clan,sex,birthdate,age_sampling,age_sampling_cat,litter_size,twin_status,sex_comp,date_reversal1,date_reversal2,type_adoption,genetic_mum_alive,social_rank_genetic_mum,surrogate_mum1_alive,social_rank_surrogate_mum1,surrogate_mum2_alive,social_rank_surrogate_mum2,date_adoption,social_rank_hyena_ID,prey_level,prey_level_imputed,sampling_month,season,total_parasite_load,Ancylostoma_egg_load,Ancylostoma_rich,Cystoisospora_oocyst_load,Cystoisospora_rich,Spirometra_egg_load,Spirometra_rich,Dipylidium_egg_load,Dipylidium_rich..includes.proglotids.visualization.info.,Trichuris_egg_load,Trichuris_rich,Taeniidae_egg_load,Taeniidae_rich,Spirurida_egg_load,Spirurida_rich,Mesocestoides_egg_load,Mesocestoides_rich,other_unidentified_taxa,other_rich,total_parasite_rich,total_parasite_rich_without_other,mucin,IgA,IgG,fGCM,lysozyme,lysozyme_detection,neopterin,neopterin_CV,extract_prepared_neopterin,date_neopterin,time_of_storage_neopterin,sample_ID.y,cortisol,AFR,LRS,age_death,Survival_Ad
M637,10/16/2009,X8661,intest_biomes,twins,M,M,5/30/2009,139,sampled_as_juvenile,twin,twin_sub,MM,NA,NA,no_adoption,mum_alive,0.79,NA,NA,NA,NA,NA,NA,1,1,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456.385.366,2.921.131.668,9.057.447.598,25.704,0,0,14.87,< 5%,16. Apr 20,16-Dec-20,244,ES1212,25. Jul,NA,NA,NA,No
M639,10/16/2009,X8667,intest_biomes,twins,M,M,06.05.2009,133,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,0.84,NA,NA,NA,NA,NA,NA,1,1,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.809.412.277,9.488.084.964,910.509.542,98.99,0,0,8.057,5 - 10%,16. Apr 20,16-Dec-20,244,ES1214,98.99,NA,NA,NA,No
M659,6/26/2010,B318,intest_biomes,twins,M,M,04.03.2010,84,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,0.11,NA,NA,NA,NA,NA,NA,2,2,6,dry,1275,550,1,700,1,0,0,0,0,0,0,0,0,25,1,0,0,0,0,3,3,2.452.259.854,3.502.623.486,3.047.738.096,46.688,0,0,7.002,5 - 10%,16. Apr 20,16-Dec-20,244,ES1362,46.69,NA,NA,NA,No
M660,6/28/2010,B340,intest_biomes,twins,M,F,04.03.2010,86,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,0.11,NA,NA,NA,NA,NA,NA,2,2,6,dry,2575,575,1,250,1,1750,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.232.366.613,1.818.630.007,4.574.933.914,43.5,0,0,5.355,< 5%,7-Oct-17,7-Oct-20,1096,ES1364,43.5,NA,NA,124,No
M661,8/26/2010,B740,intest_biomes,twins,M,F,05.02.2010,116,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,0.54,NA,NA,NA,NA,NA,NA,2,2,8,dry,24350,23012.5,1,375,1,550,1,0,1,0,0,0,0,412.5,1,0,0,0,0,5,5,2.463.776.396,1.175.181.951,1.563.643.989,61.851,0,0,3.674,< 5%,21. Jun 17,3-Dec-20,1261,ES1400,61.85,1132,0,1362,Yes
M662,09.01.2010,B783,intest_biomes,twins,M,M,05.02.2010,122,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,0.54,NA,NA,NA,NA,NA,NA,1,1,9,dry,525,500,1,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,90.847.412,7.283.076.604,5.211.209.268,14.74,0,0,5.845,< 5%,21. Jun 17,7-Oct-20,1204,ES1406,14.74,NA,NA,NA,Yes
M668,10/20/2010,B1065,intest_biomes,twins,M,F,6/14/2010,128,sampled_as_juvenile,twin,twin_sub,mixed,8/20/2010,NA,no_adoption,mum_alive,0.35,NA,NA,NA,NA,NA,NA,2,2,10,dry,3025,1425,1,0,0,1500,1,0,0,0,0,100,1,0,0,0,0,0,0,3,3,2.640.470.389,8.180.521.882,4.410.999.861,38.822,0,0,Dez 18,5 - 10%,16. Apr 20,16-Dec-20,244,ES1442,38.82,NA,NA,137,No
M669,10.01.2010,B923,intest_biomes,twins,M,M,6/14/2010,109,sampled_as_juvenile,twin,twin_dom,mixed,8/20/2010,NA,no_adoption,mum_alive,0.35,NA,NA,NA,NA,NA,NA,2,2,10,dry,29675,8325,1,0,0,21325,1,0,1,0,0,0,0,25,1,0,0,0,0,4,4,2.790.051.783,1.066.129.644,1.765.767.485,62.225,0,0,14.95,< 5%,24. Jun 17,7-Oct-20,1201,ES1426,62.23,NA,NA,NA,Yes
M701,07.04.2011,B2714,intest_biomes,twins,M,F,01.10.2011,175,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,0.07,NA,NA,NA,NA,NA,NA,2,2,7,dry,14273,2923,1,0,0,11225,1,50,1,50,1,0,0,0,0,25,1,0,0,5,5,1.345.409.164,7.500.734.856,3.714.522.463,57.47,0,0,5.395,< 5%,19. Jul 17,27. Jan 21,1288,ES1641,57.47,1387,0,1772,Yes
M701,9/19/2011,B2867,intest_biomes,social_dyn,M,F,01.10.2011,252,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,0.13,NA,NA,NA,NA,NA,NA,2,2,9,dry,250,0,0,125,1,125,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,5.043.767.577,3.175.351.738,3.324.086.736,52.762,0,0,Dez 81,< 5%,16. Apr 20,16-Dec-20,244,ES1666,52.76,1387,0,1772,Yes
M701,11/24/2014,B6149,intest_biomes,social_dyn,M,F,01.10.2011,1414,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,2,2,11,wet,375,0,0,0,0,350,1,0,0,25,1,0,0,0,0,0,0,0,0,2,2,7.278.007.873,8.375.939.099,4.450.625.128,47.79,0,0,9.779,< 5%,08. Feb 21,09. Feb 21,1,ES1975,47.79,1387,0,1772,Yes
M702,07.04.2011,B2703,intest_biomes,twins,M,F,01.10.2011,175,sampled_as_juvenile,twin,twin_dom,FF,NA,NA,no_adoption,mum_alive,0.07,NA,NA,NA,NA,NA,NA,2,2,7,dry,1300,50,1,50,1,1175,1,0,0,0,0,0,0,0,0,0,0,25,1,4,3,1.138.389.463,5.187.760.908,3.707.124.889,82.49,0,0,5.149,5 - 10%,19. Jul 17,27. Jan 21,1288,ES1639,82.49,NA,NA,296,No
M706,10/28/2011,B2905,intest_biomes,social_dyn,M,F,2/18/2011,252,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.79,NA,NA,NA,NA,NA,NA,2,2,10,dry,1725,25,1,0,0,1650,1,0,0,0,0,25,1,0,0,25,1,0,0,4,4,7.065.850.447,856.952.299,6.520.927.198,12.755,0,0,7.331,< 5%,16. Apr 20,16-Dec-20,244,ES1671,Dez 76,949,1,NA,Yes
M706,10/29/2015,B7187,intest_biomes,social_dyn,M,F,2/18/2011,1714,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,2,2,10,dry,150,0,0,0,0,125,1,0,0,0,0,0,0,0,0,0,0,25,1,2,1,6.687.620.569,1.004.856.642,1.644.311.443,25.595,0,0,3.709,5 - 10%,7-Oct-17,14-Dec-20,1164,ES2228,25. Jun,949,1,NA,Yes
M740,11/30/2012,B3543,intest_biomes,twins,M,M,6/28/2012,155,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,0.23,NA,NA,NA,NA,NA,NA,2,2,11,wet,300,175,1,50,1,0,0,0,0,0,0,50,1,0,0,25,1,0,0,4,4,206.626.625,8.735.801.201,1.036.962.127,44.87,8.457.833,1,13.94,< 5%,16. Apr 20,15-Dec-20,243,ES1785,44.87,NA,NA,NA,No
M744,12.01.2017,B9861,intest_biomes,extreme_ranks,M,F,6/20/2012,1990,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,NA,1,12,wet,125,25,1,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.357.881.561,1.250.921.618,1.380.508.038,28.883,0,0,0.8301,< 5%,24. Feb 20,16-Dec-20,296,ES2834,28.88,1132,1,NA,Yes
M746,11/30/2012,B3538,intest_biomes,twins,M,F,6/28/2012,155,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,0.23,NA,NA,NA,NA,NA,NA,2,2,11,wet,275,0,0,225,1,0,0,0,0,0,0,0,0,0,0,50,2,0,0,2,2,1.043.713.063,5.023.158.725,618.947.696,14.125,42.790.106,1,7.886,5 - 10%,16. Apr 20,16-Dec-20,244,ES1784,14.13,1204,0,1988,Yes
M769,10/24/2013,B4345,intest_biomes,twins,M,M,5/14/2013,163,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.24,NA,NA,NA,NA,NA,NA,2,2,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
M784,06.10.2014,B5027,intest_biomes,social_dyn,M,F,9/25/2013,258,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.71,NA,NA,NA,NA,NA,NA,2,2,6,dry,900,650,1,650,1,0,0,50,1,0,0,0,0,0,0,50,1,0,0,4,4,1.727.632.243,8.983.893.263,4.427.131.828,21.99,0,0,Mrz 92,< 5%,16. Apr 20,17-Dec-20,245,ES1916,21.99,1241,0,1585,Yes
M784,09.09.2016,B8149,intest_biomes,social_dyn,M,F,9/25/2013,1080,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,2,2,9,dry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.713.256.894,2.562.376.738,1.457.649.567,28.505,0,0,1.277,< 5%,16. Apr 20,17-Dec-20,245,ES2417,28.51,1241,0,1585,Yes
M787,11/29/2014,B6255,intest_biomes,social_dyn,M,F,10/27/2013,398,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,0.49,NA,NA,NA,NA,NA,NA,2,2,11,wet,43000,1150,1,1000,1,39275,1,0,0,0,0,25,1,0,0,1550,1,0,0,5,5,1.350.033.311,6.444.836.432,3.316.757.707,40.551,0,0,10. Sep,< 5%,16. Apr 20,17-Dec-20,245,ES1966,40.55,1095,0,1463,Yes
M787,11.02.2015,B7214,intest_biomes,social_dyn,M,F,10/27/2013,736,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,3,3,11,wet,475,0,0,0,0,400,1,0,0,0,0,0,0,0,0,75,1,0,0,2,2,6.770.082.937,2.351.537.512,1.580.743.731,14.673,0,0,16.94,< 5%,7-Oct-17,14-Dec-20,1164,ES2233,14.67,1095,0,1463,Yes
M791,11/28/2017,B9823,intest_biomes,social_dyn_extreme_ranks,M,F,11/17/2013,1472,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,1,11,wet,900,100,1,775,1,0,0,0,0,0,0,0,0,0,0,25,1,0,0,3,3,4.580.945.268,120.845.561,4.370.784.122,45.985,0,0,2.904,< 5%,24. Feb 20,16-Dec-20,296,ES2825,45.99,1058,0,NA,Yes
M813,2/16/2015,B6506,intest_biomes,twins,M,F,9/29/2014,140,sampled_as_juvenile,twin,twin_dom,FF,NA,NA,no_adoption,mum_alive,-0.69,NA,NA,NA,NA,NA,NA,2,2,2,wet,100,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.267.458.534,4.047.315.948,3.693.209.111,1.677.941,0,0,Sep 24,< 5%,16. Apr 20,17-Dec-20,245,ES2045,1677.94,NA,NA,299,No
M819,2/16/2015,B6501,intest_biomes,twins,M,F,9/29/2014,140,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,-0.69,NA,NA,NA,NA,NA,NA,2,2,2,wet,1050,1050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.029.994.251,6.117.033.037,784.972.838,83.77,0,0,5.643,< 5%,16. Apr 20,17-Dec-20,245,ES2044,83.77,1606,0,NA,Yes
M887,7/15/2017,B9221,intest_biomes,twins,M,M,04.03.2017,103,sampled_as_juvenile,twin,twin_dom,mixed,08.12.2017,NA,no_adoption,mum_alive,0.33,NA,NA,NA,NA,NA,NA,NA,2,7,dry,1575,1525,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,767.780.743,9.614.340.693,3.170.813.214,79.441,0,0,8.831,< 5%,16. Apr 20,17-Dec-20,245,ES2661,79.44,NA,NA,NA,No
M887,12/27/2017,B9996,intest_biomes,twins,M,M,04.03.2017,268,sampled_as_juvenile,twin,twin_dom,mixed,08.12.2017,NA,no_adoption,mum_alive,0.33,NA,NA,NA,NA,NA,NA,NA,1,12,wet,4750,750,1,0,0,3550,1,0,0,0,0,400,1,0,0,50,1,0,0,4,4,4.861.185.632,7.624.756.745,164.290.693,20.918,0,0,5.736,< 5%,16. Apr 20,17-Dec-20,245,ES2857,20.92,NA,NA,NA,No
M903,03.01.2018,C129,intest_biomes,twins,M,M,8/21/2017,192,sampled_as_juvenile,twin,twin_dom,MM,NA,NA,no_adoption,mum_alive,-0.68,NA,NA,NA,NA,NA,NA,NA,3,3,wet,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,1,1,4.279.185.535,4.123.741.621,4.950.827.988,25.82,0,0,9.385,< 5%,16. Apr 20,17-Dec-20,245,ES2885,25.82,NA,NA,NA,Yes
P316,10/13/2010,B1008,intest_biomes,adoptions,P,F,7/27/1999,4096,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,2,2,10,dry,1675,1575,1,0,0,0,0,0,0,0,0,50,1,0,0,0,0,50,1,3,2,4.255.989.917,9.604.016.888,7.852.094.083,52.065,0,0,4.606,< 5%,7-Oct-17,14-Dec-20,1164,ES1436,52.07,1424,1,5414,Yes
P423,11/14/2009,X8770,intest_biomes,adoptions,P,F,01.10.2004,2135,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.455.215.733,5.961.585.192,1.537.647.083,47.632,0,0,13.43,< 5%,24. Feb 20,16-Dec-20,296,ES1249,47.63,986,0,2462,Yes
P427,6/21/2004,X3300,intest_biomes,adoptions,P,M,2/28/2004,114,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.11,NA,NA,NA,NA,NA,NA,2,2,6,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
P436,6/29/2004,X3322,intest_biomes,adoptions,P,M,4/15/2004,75,sampled_as_juvenile,NA,NA,mixed,NA,NA,adoption,mum_alive,-1,surrogate_mum1_alive,-0.33,NA,NA,5/16/2004,NA,2,2,6,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
P438,11/26/2017,B9813,intest_biomes,extreme_ranks,P,F,06.03.2004,4924,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,NA,2,11,wet,25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.742.396.487,469.076.239,2.253.360.618,27.895,0,0,3.505,< 5%,24. Feb 20,16-Dec-20,296,ES2833,27. Sep,1533,5,NA,Yes
P450,01.05.2018,C52,intest_biomes,extreme_ranks,P,F,4/19/2005,4644,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,2,1,wet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.628.163.556,1.082.264.024,2.027.796.274,31.82,0,0,2.078,5 - 10%,24. Feb 20,16-Dec-20,296,ES2867,31.82,1058,2,NA,Yes
P474,09.12.2016,B8175,intest_biomes,adoptions,P,F,01.06.2006,3902,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,2,2,9,dry,1425,0,0,0,0,1425,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.262.074.394,9.563.453.526,3.595.013.432,21.941,0,0,5.834,< 5%,22. Jan 21,27. Jan 21,5,ES2423,21.94,1278,4,4843,Yes
P474,1/16/2017,B8825,intest_biomes,adoptions,P,F,01.06.2006,4028,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,2,1,wet,7075,200,1,225,1,6650,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6.615.487.779,6.801.376.914,2.112.906.216,35.125,0,0,6.056,< 5%,24. Feb 20,16-Dec-20,296,ES2561,35.13,1278,4,4843,Yes
P489,9/21/2007,X6464,intest_biomes,social_dyn,P,F,6/16/2006,462,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,0.93,NA,NA,NA,NA,NA,NA,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168,1,3432,Yes
P489,7/14/2009,X8435,intest_biomes,social_dyn,P,F,6/16/2006,1124,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,2,2,7,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168,1,3432,Yes
P516,10/25/2007,X6587,intest_biomes,twins,P,F,7/30/2007,87,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,-0.45,NA,NA,NA,NA,NA,NA,3,3,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,0,1440,Yes
P518,11/29/2007,X6757,intest_biomes,social_dyn,P,F,08.03.2007,118,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,1,NA,NA,NA,NA,NA,NA,2,2,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.917.797.711,3.745.785.877,113.422.022,383.873,684.114,1,10.502,< 5%,16. Apr 20,23-Mar-21,341,ES898,383.87,1132,3,4193,Yes
P518,01.05.2018,C47,intest_biomes,extreme_ranks,P,F,08.03.2007,3808,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,wet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.393.299.497,7.251.360.757,1.354.064.288,161.904,0,0,17.87,< 5%,24. Feb 20,16-Dec-20,296,ES2866,161.9,1132,3,4193,Yes
P529,2/18/2008,X6867,intest_biomes,social_dyn,P,F,10/18/2007,123,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.24,NA,NA,NA,NA,NA,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.339.275.807,5.199.582.942,4.602.381.361,473.317,0,0,7.086,5 - 10%,16. Apr 20,23-Mar-21,341,ES921,473.32,1241,3,NA,Yes
P529,09.01.2015,B6994,intest_biomes,social_dyn,P,F,10/18/2007,2875,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,2,2,9,dry,1600,0,0,0,0,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.352.774.468,1.642.086.278,3.217.704.307,43.407,0,0,5.767,< 5%,16. Apr 20,17-Dec-20,245,ES2182,43.41,1241,3,NA,Yes
P557,10/21/2009,X8699,intest_biomes,adoptions,P,F,6/20/2009,123,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.6,NA,NA,NA,NA,NA,NA,3,3,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.021.273,2.369.248.797,1.665.544.958,44.13,0,0,20.992,< 5%,24. Feb 20,22-Mar-21,392,ES1226,97.06,NA,NA,634,No
P559,10/20/2009,X8691,intest_biomes,adoptions,P,F,6/25/2009,117,sampled_as_juvenile,twin,NA,FF,NA,NA,no_adoption,mum_alive,-1,NA,NA,NA,NA,NA,NA,3,3,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.081.654.718,3.529.245.341,4.239.538.104,19.713,0,0,11.787,5 - 10%,24. Feb 20,22-Mar-21,392,ES1223,19.71,NA,NA,436,No
P559,11.07.2009,X8749,intest_biomes,adoptions,P,F,6/25/2009,135,sampled_as_juvenile,twin,NA,FF,NA,NA,no_adoption,mum_alive,-1,NA,NA,NA,NA,NA,NA,3,3,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.219.642.653,3.898.663.083,1.537.397.209,17.89,0,0,1.442,5 - 10%,24. Feb 20,16-Dec-20,296,ES1242,17.89,NA,NA,436,No
P559,11/14/2009,X8766,intest_biomes,social_dyn,P,F,6/25/2009,142,sampled_as_juvenile,twin,NA,FF,NA,NA,no_adoption,mum_alive,-1,NA,NA,NA,NA,NA,NA,1,1,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.226.253.513,2.019.160.027,1.091.109.682,17.665,0,0,9.984,< 5%,16. Apr 20,16-Dec-20,244,ES1248,17.67,NA,NA,436,No
P561,10/20/2009,X8687,intest_biomes,adoptions,P,F,6/25/2009,117,sampled_as_juvenile,twin,NA,FF,NA,NA,adoption,mum_alive,-1,surrogate_mum1_alive,0.54,NA,NA,08.10.2009,NA,3,3,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.499.594.191,279.424.136,9.950.574.963,25.832,0,0,9.314,5 - 10%,24. Feb 20,09. Feb 21,351,ES1222,25.83,NA,NA,157,No
P563,9/30/2009,X8572,intest_biomes,twins,P,M,07.09.2009,83,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.45,NA,NA,NA,NA,NA,NA,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.411.230.005,4.552.154.673,7.607.115.406,15.574,0,0,2.109,< 5%,16. Apr 20,16-Dec-20,244,ES1192,15.57,NA,NA,NA,No
P564,9/23/2009,X8549,intest_biomes,twins,P,F,07.09.2009,76,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.45,NA,NA,NA,NA,NA,NA,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.152.368.164,1.145.731.457,1.468.478.932,57.366,0,0,5.849,< 5%,16. Apr 20,16-Dec-20,244,ES1184,57.37,NA,NA,441,No
P566,11.10.2009,X8760,intest_biomes,adoptions,P,F,07.07.2009,126,sampled_as_juvenile,singlt,NA,NA,NA,NA,joint_raising,mum_alive,-0.06,surrogate_mum1_alive,-0.11,NA,NA,10/31/2009,NA,3,3,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.529.019.887,1.233.859.586,5.881.012.329,87.175,0,0,7.313,< 5%,24. Feb 20,16-Dec-20,296,ES1245,87.18,1314,1,2496,Yes
P587,07.05.2010,B425,intest_biomes,twins,P,F,3/21/2010,106,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.12,NA,NA,NA,NA,NA,NA,2,2,7,dry,5975,5200,1,550,1,25,1,0,0,50,1,0,0,150,1,0,0,0,0,5,5,4.026.287.896,2.694.860.269,2.949.080.969,79.5,0,0,9.446,< 5%,7-Oct-17,30. Sep 20,1089,ES1359,NA,NA,NA,612,No
P589,3/28/2011,B2287,intest_biomes,social_dyn_twins,P,F,3/27/2010,366,sampled_as_juvenile,twin,twin_sub,mixed,07.05.2010,8/31/2010,no_adoption,mum_alive,0.69,NA,NA,NA,NA,NA,NA,1,1,3,wet,100,75,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.489.976.918,8.145.014.654,2.983.799.216,12.752,0,0,8.867,< 5%,10. Jul 17,15-Dec-20,1254,ES1584,Dez 75,1496,0,NA,Yes
P589,11/14/2014,B6359,intest_biomes,social_dyn,P,F,3/27/2010,1693,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,2,2,11,wet,750,0,0,0,0,750,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.580.083.822,3.136.042.942,2.784.660.532,25.576,0,0,19.161,< 5%,22. Jan 21,27. Jan 21,5,ES1944,25. Jul,1496,0,NA,Yes
P590,3/28/2011,B2293,intest_biomes,twins,P,M,3/27/2010,366,sampled_as_juvenile,twin,twin_dom,mixed,07.05.2010,8/31/2010,no_adoption,mum_alive,0.69,NA,NA,NA,NA,NA,NA,1,1,3,wet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.017.800.609,1.044.817.488,152.430.753,17.855,0,0,8.439,< 5%,10. Jul 17,15-Dec-20,1254,ES1585,17.86,NA,NA,NA,Yes
P591,07.05.2010,B433,intest_biomes,twins,P,M,3/21/2010,106,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.12,NA,NA,NA,NA,NA,NA,2,2,7,dry,4500,4450,1,25,1,0,0,0,0,0,0,0,0,25,1,0,0,0,0,3,3,3.030.396.282,9905643.86,3.973.254.246,84.79,2.343.522,1,Nov 21,< 5%,16. Apr 20,16-Dec-20,244,ES1360,84.79,NA,NA,NA,No
